UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,FAXTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
172699,Western Michigan University,1903 West Michigan Avenue,Kalamazoo,MI,49008-5200,26,3,John M. Dunn,President,2693871000, ,386007327,233000,1,www.wmich.edu,www.wmich.edu/admissions/,www.wmich.edu/finaid/,www.wmich.edu/apply/,www.wmich.edu/finaid/netcalc/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,WMU,2,16,14,15,11,4,15,15,2,5,28020,1,310,-2,2, ,-2,26077,Kalamazoo County,2606,-85.61512,42.282589
190415,Cornell University,300 Day Hall,Ithaca,NY,14853,36,2,David J. Skorton,President,6072552000,6072555396,150532082,271100,1,www.cornell.edu,admissions.cornell.edu/,finaid.cornell.edu/,app.commonapp.org/application/applicantlogin.aspx?d=1189017177203,cornell.studentaidcalculator.com/survey.aspx,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,12,5,17,15,1,5,27060,1,296,-2,2, ,-2,36109,Tompkins County,3623,-76.48269,42.445291
153658,University of Iowa,101 Jessup Hall,Iowa City,IA,52242-1316,19,4,Sally Mason,President,3193353500,3193351535,426004813,189200,1,www.uiowa.edu,admissions.uiowa.edu,www.uiowa.edu/financial-aid/,www.uiowa.edu/admissions/undergrad/apply/fy-apply.html,www.uiowa.edu/financial-aid/calculator/,1,1,1,9,1,1,11,1,2,1,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Iowa|UI,2,15,11,14,13,5,16,15,2,5,26980,1,168,-2,2, ,-2,19103,Johnson County,1902,-91.535698,41.660695
151111,Indiana University-Purdue University-Indianapolis,425 University Blvd,Indianapolis,IN,46202-5143,18,3,Charles R. Bantz,Chancellor,3172745555, ,356001673,181300,1,www.iupui.edu,enroll.iupui.edu/admissions/,www.iupui.edu/~finaid/,enroll.iupui.edu/admissions/apply/,npc.collegeboard.org/student/app/iupui,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,IUPUI|IUPU at Indianapolis,2,16,14,18,8,4,15,16,2,5,26900,1,294,-2,1,Indiana University-Purdue University,118030,18097,Marion County,1807,-86.172217,39.772948
225511,University of Houston,212 E. Cullen Building,Houston,TX,77204-2018,48,6,Dr. Renu Khator,Chancellor/President,7137431000, ,746001399,365200,1,www.uh.edu/students,www.uh.edu/admissions/,www.uh.edu/financial/, ,www.uh.edu/financial/net-price-calculator/index.php,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,15,8,4,15,15,2,5,26420,1,288,-2,1,University of Houston System,148070,48201,Harris County,4818,-95.344851,29.719988
129020,University of Connecticut,352 Mansfield Road,Storrs,CT,6269,9,1,Susan Herbst,President,8604862000, ,60772160,141700,1,uconn.edu/,admissions.uconn.edu/,financialaid.uconn.edu/,admissions.uconn.edu/content/apply,financialaid.uconn.edu/pricecalc/storrs/,1,1,1,9,1,1,11,1,2,1,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,5,17,15,1,5,25540,1,278,73450,2, ,-2,9013,Tolland County,902,-72.249519,41.808205
232423,James Madison University,800 South Main Street,Harrisonburg,VA,22807,51,5,Jonathan R. Alger,President,5405686211,5405687846,546001756,372100,1,www.jmu.edu/,www.jmu.edu/admissions,www.jmu.edu/finaid,www.jmu.edu/admissions/apply/,www.jmu.edu/finaid/AidEstimator.shtml,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,JMU,2,18,10,16,12,3,16,21,2,5,25500,1,277,-2,2, ,-2,51660,Harrisonburg city,5106,-78.871663,38.435332
217882,Clemson University,201 Sikes Hall,Clemson,SC,29634,45,5,James F. Barker,President,8646564636,8646562464,576000254,342500,1,www.clemson.edu,www.clemson.edu/admissions/index.html,www.clemson.edu/finaid/,https://www.applyweb.com/apply/clemson/,workgroups.clemson.edu/A_A_5690_OIR/cunpc/index.cgi,1,1,1,9,1,1,12,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,14,17,13,4,16,15,1,5,24860,1,273,-2,2, ,-2,45077,Pickens County,4503,-82.834463,34.677329
198464,East Carolina University,East 5th Street,Greenville,NC,27858-4353,37,5,Steve Ballard,Chancellor,2523286131, ,566000403,292300,1,www.ecu.edu,www.ecu.edu/admissions/,www.ecu.edu/financial/,https://www1.cfnc.org/applications/East_Carolina_University/apply.html?application_id=1538,www.collegeportraits.org/NC/ECU/estimator/agree,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,ECU,2,17,14,18,11,4,15,16,2,5,24780,1,274,-2,1,University of North Carolina,137030,37147,Pitt County,3703,-77.366199,35.606347
170082,Grand Valley State University,1 Campus Dr,Allendale,MI,49401-9403,26,3,Thomas J. Haas,President,6163312020, ,381684280,226800,1,www.gvsu.edu,www.gvsu.edu/admissions/,www.gvsu.edu/financialaid/,https://secure.gvsu.edu/admissions/undergraduate/apply-index.htm,www.gvsu.edu/financialaid/netprice,1,1,1,9,1,1,13,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Grand Valley|GVSU|Grand Valley State|,2,18,10,13,11,3,16,21,2,5,24340,1,266,-2,2, ,-2,26139,Ottawa County,2602,-85.887519,42.965208
134130,University of Florida, ,Gainesville,FL,32611,12,5,Dr. James Bernard Machen,President,3523923261, ,596002052,153500,1,www.ufl.edu/,www.admissions.ufl.edu,www.sfa.ufl.edu/,www.admissions.ufl.edu/,npc.collegeboard.org/student/app/ufl,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,12,5,16,15,1,5,23540,1,264,-2,1,State University System of Florida,112090,12001,Alachua County,1203,-82.361195,29.638248
110556,California State University-Fresno,5241 N Maple Ave,Fresno,CA,93740,6,8,Joseph I. Castro,President,5592784240, ,946001347,114700,1,www.csufresno.edu, , , ,www.collegeportraits.org/CA/CSUFRESNO/costs,1,1,1,9,1,1,12,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,11,12,9,4,15,21,2,5,23420,1,260,-2,1,California State University,106020,6019,Fresno County,622,-119.748258,36.814477
126818,Colorado State University-Fort Collins,102 Administration Building,Fort Collins,CO,80523-0100,8,7,Anthony A. Frank,President,9704911101, ,846000545,135000,1,www.colostate.edu, , , ,tuition.colostate.edu/Main.aspx,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,17,11,4,16,15,1,5,22660,1,-2,-2,1,Colorado State University System,108020,8069,Larimer County,802,-105.08083,40.574759
105330,Northern Arizona University,"1900 S. Knoles Dr, Babbitt Administrative Center",Flagstaff,AZ,86011-4132,4,6,John D. Haeger,President,9285239011,9285230226,742579628,108200,1,nau.edu/,nau.edu/admissions/,nau.edu/finaid/,nau.edu/Admissions/Apply-Now/,nau.edu/FinAid/Cost/Budgeting/,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,NAU,2,16,13,15,11,4,16,16,2,5,22380,1,-2,-2,1,Arizona Board of Regents,104010,4005,Coconino County,401,-111.657653,35.180095
106397,University of Arkansas,Administration Bldg 425,Fayetteville,AR,72701,5,5,G. David Gearhart,Chancellor,4795752000,4795757515,716003252,110800,1,www.uark.edu,admissions.uark.edu/,finaid.uark.edu/,admissions.uark.edu/apply/,finaid.uark.edu/331.php,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,University of Arkansas|Arkansas,2,15,14,15,13,4,16,15,1,5,22220,1,-2,-2,1,University of Arkansas System,105030,5143,Washington County,503,-94.178214,36.06153
209551,University of Oregon,110 Johnson Hall,Eugene,OR,97403,41,8,Michael Gottfredson,President,5413461000,5413465815,936001786,322300,1,www.uoregon.edu,admissions.uoregon.edu,financialaid.uoregon.edu,admissions.uoregon.edu/apply,https://uoregon.studentaidcalculator.com/welcome.aspx,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UO,2,15,8,15,11,4,15,15,2,5,21660,1,-2,-2,1,Oregon University System,141020,41039,Lane County,4104,-123.07398,44.044515
228796,The University of Texas at El Paso,500 W. University Ave,El Paso,TX,79968-0691,48,6,Diana Natalicio,President,9157475000, ,746000813,366100,1,www.utep.edu,academics.utep.edu/Default.aspx?tabid=69423,academics.utep.edu/Default.aspx?alias=academics.utep.edu/finaid,https://www.applytexas.org/adappc/gen/c_start.WBX,collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UTEP,2,16,14,15,6,4,15,16,2,5,21340,1,238,-2,1,The University of Texas System,148060,48141,El Paso County,4816,-106.50356,31.771697
199120,University of North Carolina at Chapel Hill,103 South Bldg Cb 9100,Chapel Hill,NC,27599,37,5,Carol L. Folt,Chancellor,9199622211, ,566001393,297400,1,www.unc.edu,www.admissions.unc.edu,studentaid.unc.edu,www.admissions.unc.edu/Apply,npc.collegeboard.org/student/app/unc,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,5,16,15,2,5,20500,1,450,-2,1,University of North Carolina,137030,37135,Orange County,3704,-79.050969,35.912165
171571,Oakland University,2200 North Squirrel Road,Rochester Hills,MI,48309-4401,26,3,Betty J. Youngblood,Interim President,2483702100, ,381714400,230700,1,www.oakland.edu,www.oakland.edu/futurestudents,www.oakland.edu/financialaid/,www.oakland.edu/apply/,www.oakland.edu/npc,1,1,1,9,1,1,11,1,2,2,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Oakland|OU|O.U.,2,17,10,17,8,4,15,16,2,5,19820,1,220,-2,2, ,-2,26125,Oakland County,2611,-83.218866,42.672586
172644,Wayne State University,656 West Kirby Street,Detroit,MI,48202,26,3,M. Roy Wilson,President,3135772424,3135773200,686028429,232900,1,www.wayne.edu,www.admissions.wayne.edu/,finaid.wayne.edu/,admissions.wayne.edu/apply-now.php,budget.wayne.edu/netpriceCalculator/npcalc.htm,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,WSU,2,15,11,14,6,5,15,15,2,5,19820,1,220,-2,2, ,-2,26163,Wayne County,2613,-83.072864,42.35861
126562,University of Colorado Denver,"1380 Lawrence Street, Lawrence Street Center, Suite 1400",Denver,CO,80217-3364,8,7,Don Elliman,Chancellor,3035565600,3035564838,846000555,450800,1,www.ucdenver.edu/,www.ucdenver.edu/admissions/Pages/index.aspx,www.ucdenver.edu/student-services/resources/CostsAndFinancing/AnschutzMedicalCampus/ContactUs/Pages/FinancialAidOffice.aspx,www.ucdenver.edu/admissions/Pages/index.aspx,www.ucdenver.edu/student-services/resources/CostsAndFinancing/Pages/Net-Price-Calculator.aspx,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,University of Colorado Denver |CU Denver |UCD,2,16,8,18,6,5,15,16,2,5,19740,1,216,-2,1,University of Colorado,108040,8031,Denver County,801,-104.999181,39.74603
127565,Metropolitan State University of Denver,Speer Blvd and Colfax Ave,Denver,CO,80217-3362,8,7,"Stephen M. Jordan, Ph.D",President,3035563058,3035566345,840559160,136000,1,www.msudenver.edu/,www.msudenver.edu/admissions/,www.msudenver.edu/futurestudent/costandfinancialaid/,www.msudenver.edu/admissions/application/,www.collegeportraits.org/CO/Metro-State/estimator/agree,1,1,1,7,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,9,-1,7,2,15,32,2,5,19740,1,216,-2,2, ,-2,8031,Denver County,801,-105.002391,39.742248
260901,Kaplan University-Davenport Campus,1801 East Kimberly Road,Davenport,IA,52807-2095,19,4,Wade Dyke,President,8665275268, ,421154361,458600,1,www.kaplanuniversity.edu/home.aspx, , , ,www.kaplanuniversity.edu/paying-school/net-price-calculator-campus.aspx,3,1,3,9,1,1,13,1,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,3, ,2,18,16,11,5,3,15,40,2,5,19340,1,209,-2,1,Kaplan Higher Education Corporation,302640,19163,Scott County,1902,-90.550682,41.555024
450933,Columbia Southern University,21982 University Lane,Orange Beach,AL,36561-9000,1,5,"Robert G. Mayes, Jr.",President,2.51981E+13,2519813815,631175854,4121500,1,www.columbiasouthern.edu,www.columbiasouthern.edu/Future-Students,www.columbiasouthern.edu/Financial/Office-of-Financial-Aid,www.columbiasouthern.edu/Apply-Now,www.columbiasouthern.edu/financial/calculator,3,1,3,9,1,1,12,1,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,3, ,2,18,16,10,5,5,12,-3,2,5,19300,1,380,-2,1,Columbia Southern Education Group Inc.,301110,1003,Baldwin County,101,-87.652505,30.330964
227216,University of North Texas,1501 W.Chestnut Ave.,Denton,TX,76203-1277,48,6,V. Lane Rawlins,President,9405652000,9405652408,756002149,359400,1,www.unt.edu,www.unt.edu/admissions.htm,essc.unt.edu/finaid/,www.unt.edu/vwbk/admission.htm,collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UNT|North Texas|Mean Grean,2,16,11,15,8,4,15,15,2,5,19100,1,206,-2,1,University of North Texas System,148080,48121,Denton County,4826,-97.151211,33.210958
228769,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,48,6,Dr. Vistasp Karbhari,President,8172722011,8172723555,756000121,365600,1,WWW.UTA.EDU,www.uta.edu/uta/admissions,wweb.uta.edu/ses/fao/,https://www.applytexas.org/adappc/gen/c_start.WBX,www.collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UT Arlington,2,16,11,15,8,4,15,15,2,5,19100,1,206,-2,1,The University of Texas System,148060,48439,Tarrant County,4806,-97.115087,32.728437
228787,The University of Texas at Dallas,800 West Campbell  Road,Richardson,TX,75080-3021,48,6,Dr. David E. Daniel,President,9728832111,9728832237,75130556,974100,1,www.utdallas.edu,www.utdallas.edu/enroll/index.php,www.utdallas.edu/student/finaid/,www.utdallas.edu/enroll/apply/index.php,www.collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,UT Dallas,2,16,11,15,8,5,15,16,2,5,19100,1,206,-2,1,The University of Texas System,148060,48085,Collin County,4803,-96.748371,32.989432
209542,Oregon State University,1500 S.W. Jefferson,Corvallis,OR,97331,41,8,Edward J. Ray,President,5417370123, ,481278540,321000,1,oregonstate.edu,oregonstate.edu/admissions/,oregonstate.edu/financialaid/,https://adminfo.ucsadm.oregonstate.edu/prod/bwskalog.P_DispLoginNonispLoginNon,oregonstate.edu/financialaid/net-price-calculator,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,OSU,2,15,14,14,11,4,15,15,1,5,18700,1,440,-2,1,Oregon University System,141020,41003,Benton County,4104,-123.274721,44.56274
204796,Ohio State University-Main Campus,190 N. Oval Mall,Columbus,OH,43210,39,3,Joseph A. Alutto,Interim President,6142926446,6142927199,316025986,309000,1,www.osu.edu,www.osu.edu/futurestudents/,www.sfa.osu.edu,apply.osu.edu/,sfa.osu.edu/npc/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,13,4,15,15,1,5,18140,1,198,-2,2, ,-2,39049,Franklin County,3903,-83.009001,39.998389
218663,University of South Carolina-Columbia,Columbia-Campus,Columbia,SC,29208,45,5,Harris Pastides,President,8037777000,8037770101,576001153,344800,1,www.sc.edu/,www.sc.edu/admissions/,www.sc.edu/financialaid/,www.sc.edu/applytousc/,sc.edu/admissions/costaid.php,1,1,1,9,1,1,11,1,2,2,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,14,14,13,4,16,15,2,5,17900,1,192,-2,1,University of South Carolina,145030,45079,Richland County,4506,-81.026971,33.998973
178396,University of Missouri-Columbia,105 Jesse Hall,Columbia,MO,65211,29,4,Dr. Brady J. Deaton,Chancellor,5738822121, ,436003859,251600,1,missouri.edu/,admissions.missouri.edu/,financialaid.missouri.edu/,admissions.missouri.edu/apply/index.php,financialaid.missouri.edu/cost-of-attendance/net-price-calculator.php,1,1,1,9,1,1,11,1,2,1,1,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,11,14,13,4,16,15,1,5,17860,1,190,-2,1,University of Missouri,129160,29019,Boone County,2904,-92.326429,38.941015
444158,Colorado Technical University-Online,"4435 N Chestnut, Suite E",Colorado Springs,CO,80907,8,7,Andrew Hurst,President,8668131836,8663477389,364302828,1014805,1,www.coloradotech.edu/CTU-Online,www.coloradotech.edu/Admissions/Online,www.coloradotech.edu/Tuition-and-Financial-Aid/Online,www.coloradotech.edu/Apply-Online,coloradotech.studentaidcalculator.com,3,1,3,9,1,1,14,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Colorado Tech Online |CTU Online  |CTU,2,18,2,10,9,3,15,-3,2,5,17820,1,-2,-2,1,Career Education Corporation,300840,8041,El Paso County,805,-104.834211,38.893735
228723,Texas A & M University-College Station,805 Rudder Tower,College Station,TX,77843-1244,48,6,Mark A. Hussey,Interim President,9798453211,9798478737,746000531,363200,1,www.tamu.edu,admissions.tamu.edu,financialaid.tamu.edu,admissions.tamu.edu/freshmen/default.aspx,www.collegeforalltexans.com/apps/CollegeMoney/,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Texas A&M | TAMU,2,15,11,14,12,4,15,15,1,5,17780,1,-2,-2,1,Texas A&M University System,148020,48041,Brazos County,4817,-96.340322,30.613226
154022,Ashford University,400 N Bluff Blvd,Clinton,IA,52733-2967,19,4,Dr. Richard Pattenaude,President,5632424023,5632428684,420745980,188100,1,www.ashford.edu,www.ashford.edu/online/,www.ashford.edu/online/finance/,https://oap.ashford.edu/online/login.php?entry=au-online&team=all,ashford.studentaidcalculator.com/survey.aspx,3,1,3,7,1,1,20,1,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,10,10,10,3,15,31,2,5,17540,2,209,-2,1,Bridgepoint Education,300570,19045,Clinton County,1902,-90.199127,41.851944
201885,University of Cincinnati-Main Campus,2624 Clifton Avenue,Cincinnati,OH,45221-0063,39,3,Santa J. Ono,President,5135566000, ,316000989,312500,1,www.uc.edu,admissions.uc.edu/,financialaid.uc.edu/,admissions.uc.edu/apply.html,www.collegeportraits.org/OH/UC/estimator/agree,1,1,1,9,1,1,11,1,2,2,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,14,14,12,5,15,15,2,5,17140,1,178,-2,2, ,-2,39061,Hamilton County,3901,-84.51428,39.131159
144740,DePaul University,1 E Jackson Blvd,Chicago,IL,60604,17,3,Dennis H. Holtschneider,President,3123628000, ,362167048,167100,1,www.depaul.edu,depaul.edu/admission/types_of_admission/index.asp,www.depaul.edu/admission/FinancialAid/,https://wa.is.depaul.edu/AdmissionApp/login.aspx,depaul.studentaidcalculator.com/survey.aspx,2,1,2,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,11,15,11,5,15,16,2,5,16980,1,176,-2,2, ,-2,17031,Cook County,1705,-87.654116,41.923332
144759,DeVry University-Illinois,3300 N Campbell Ave.,Chicago,IL,60618-5994,17,3,Candace Goodwin,Campus President,7739298500, ,362781982,1072700,1,www.devry.edu, , , ,www.devry.edu/financial-aid-tuition/financial-aid-calculator.jsp,3,1,3,7,1,1,20,1,2,-2,-2,2,11,1,C ,482477,2013,-2,3,1,3,9,-2,DeVry University-Addison |DeVry University-Chicago |DeVry University-Chicago/Loop |DeVry University-Chicago/O'Hare |DeVry University-Downers Grove |DeVry University-Elgin |DeVry University-Gurnee |DeVry University-Naperville |DeVry University-Schaumburg |DeVry University-Tinley Park,-2,18,16,10,5,4,15,54,2,5,16980,1,176,-2,-2, ,-2,17031,Cook County,1705,-87.69146,41.94219
145600,University of Illinois at Chicago,601 S Morgan,Chicago,IL,60607,17,3,Paula Allen-Meares,Chancellor,3129967000,3129963254,376000511,177600,1,www.uic.edu/index.html/,www.uic.edu/depts/oar/prospective_students/index.html,www.uic.edu/depts/financialaid/,www.uic.edu/depts/oar/prospective_students/apply.html,www.uic.edu/depts/financialaid/npcalc.shtml,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UIC|U of I-Chicago|Illinois-Chicago|U of I-Medical Center|University of Illinois-Medical Center|,2,15,11,14,11,5,15,15,2,5,16980,1,176,-2,1,University of Illinois Board of Trustees,117040,17031,Cook County,1707,-87.651145,41.872651
147703,Northern Illinois University,1425 W. Lincoln Hwy.,Dekalb,IL,60115-2828,17,3,Douglas Baker,President,8008923050, ,366008480,173700,1,www.niu.edu,www.niu.edu/Apply/index.shtml,www.niu.edu/fa/,www.niu.edu/admissions/onlineapp.shtml,www.niu.edu/bursar/tuition/estimator.shtml,1,1,1,9,1,1,11,1,2,2,2,2,23,1,A ,-2,-2,-2,1,1,1,1,1, ,2,16,11,15,11,4,16,15,2,5,16980,1,176,-2,2, ,-2,17037,DeKalb County,1716,-88.766065,41.933791
147767,Northwestern University,633 Clark St,Evanston,IL,60208,17,3,Morton O. Schapiro,President,8474913741, ,362167817,173900,1,www.northwestern.edu,www.northwestern.edu/admissions/,www.northwestern.edu/admissions/,www.northwestern.edu/admissions/,ug-finaid.northwestern.edu/college_cost_calculator.html,2,1,2,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,15,8,14,12,6,17,15,2,5,16980,1,176,-2,2, ,-2,17031,Cook County,1709,-87.673653,42.058377
482477,DeVry University-Illinois,3300 N Campbell Ave,Chicago,IL,60618,17,3,Candace Goodwin,Metro President,7739298500, ,362781982,1072700,1,www.devry.edu, , , ,www.devry.edu/financial-aid-tuition/financial-aid-calculator.html,3,1,3,7,1,1,20,1,2,-2,2,2,11,1,N ,-2,-2,-2,1,1,1,1,1,DeVry University-Addison |DeVry University-Chicago |DeVry University-Chicago Loop |DeVry University-Chicago O'Hare |DeVry University-Downers Grove |DeVry University-Elgin |DeVry University-Gurnee |DeVry University-Naperville |DeVry University-Schaumburg |DeVry University-Tinley Park,2,-3,-3,-3,-3,-3,-3,-3,2,5,16980,-2,176,-2,1,DeVry University Inc.,301420,17031,Cook County,1705,-87.691871,41.94231
234076,University of Virginia-Main Campus,1827 University Avenue,Charlottesville,VA,22903-2628,51,5,Teresa A. Sullivan,President,4349240311,4349243587,546001796,374500,1,www.virginia.edu/,www.admission.virginia.edu/,www.virginia.edu/financialaid/,www.virginia.edu/undergradadmission/apply.html,npc.collegeboard.org/student/app/virginia,1,1,1,9,1,1,11,1,2,1,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,University of Virginia |UVa |UVA,2,15,8,14,12,5,16,15,2,5,16820,1,-2,-2,2, ,-2,51540,Charlottesville city,5105,-78.502599,38.036546
199139,University of North Carolina at Charlotte,9201 University City Blvd,Charlotte,NC,28223-0001,37,5,Philip L. Dubois,Chancellor,7046872000, ,560791228,297500,1,www.uncc.edu,admissions.uncc.edu,finaid.uncc.edu,admissions.uncc.edu/admissions/apply-now,calculator.uncc.edu/npcalc.htm,1,1,1,9,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,UNC Charlotte,2,17,11,18,11,4,16,21,2,5,16740,1,172,-2,1,University of North Carolina,137030,37119,Mecklenburg County,3712,-80.73579,35.306834
145637,University of Illinois at Urbana-Champaign,601 E John Street,Champaign,IL,61820-5711,17,3,Phyllis Wise,Vice President and Chancellor,2173331000,2172444614,376000511,177500,1,www.illinois.edu/,admissions.illinois.edu/,www.osfa.illinois.edu,admissions.illinois.edu/apply/app.html,www.osfa.illinois.edu/aid/NPC/NPC.asp,1,1,1,9,1,1,11,1,2,2,1,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Illinois|Illinios|Ilinois|Ilinios|Urbana|Champaign|Champagne|Champaign-Urbana|Champagne-Urbana|Urbana-Champaign|Urbana-Champagne|University of Illinois at Urbana|University of Illinois at Champaign|University of Illinois at Champagne|University of Illinois at Champaign-Urbana|University of Illinois at Champagne-Urbana|UIUC|UICU|University of Illinois at UC|University of Illinois at CU,2,15,11,14,12,5,16,15,1,5,16580,1,-2,-2,1,University of Illinois Board of Trustees,117040,17019,Champaign County,1713,-88.230309,40.108864
196088,University at Buffalo,12 Capen Hall,Buffalo,NY,14260-1660,36,2,Satish K. Tripathi,President,7166452000, ,146013200,283700,1,www.buffalo.edu,admissions.buffalo.edu/,financialaid.buffalo.edu/,admissions.buffalo.edu/apply/index.php,financialaid.buffalo.edu/costs/netpricecalculator/index.php,1,1,1,9,1,1,11,1,2,1,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1,University at Buffalo|UB|State University of New York at Buffalo|SUNY Buffalo|University of Buffalo,2,15,11,14,13,5,16,15,2,5,15380,1,160,-2,1,State University of New York System,136040,36029,Erie County,3626,-78.790103,43.001433
157951,Western Kentucky University,1906 College Heights Blvd,Bowling Green,KY,42101-1000,21,5,Gary A. Ransdell,President,2707450111,2707455442,616055628,200200,1,www.wku.edu,www.wku.edu/atwku/admissions.php,www.wku.edu/financialaid/,www.wku.edu/atwku/admissions.php,www.wku.edu/financialaid/calculator.php,1,1,1,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,"WKU, HILLTOPPERS",2,18,10,4,11,3,16,21,2,5,14540,1,150,-2,2, ,-2,21227,Warren County,2102,-86.455898,36.985718
126614,University of Colorado Boulder,Regent Drive at Broadway,Boulder,CO,80309-0017,8,7,Philip P. DiStefano,Chancellor,3034921411,3034920996,846000555,137000,1,www.colorado.edu,www.colorado.edu/prospective/,www.colorado.edu/finaid/,admissions.colorado.edu/undergraduate/apply,www.collegeportraits.org/CO/CU-Boulder/estimator/agree,1,1,1,9,1,1,11,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs|University of Colorado at Boulder,2,15,8,15,12,4,15,15,2,5,14500,1,216,-2,1,University of Colorado,108040,8013,Boulder County,802,-105.267061,40.004415
